,m2_construit,nb_pieces,nb_sdb,nb_etages,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
3582,97,3,2,0,3092,False,1970.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3591,59,2,1,0,3983,False,1970.0,True,False,False,False,False,False,False,True,17,True,False,False,False
3595,231,5,3,0,3615,True,1962.0,True,False,False,True,True,True,False,True,16,True,False,False,False
3597,81,3,1,0,2988,True,1969.0,True,False,False,True,False,False,False,False,16,True,False,False,False
3598,50,2,1,0,5980,True,1999.0,True,False,False,False,False,True,False,True,17,False,True,False,False
3600,130,4,3,0,4423,False,1975.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3602,286,5,4,0,3112,False,1967.0,True,False,False,True,False,True,False,True,17,True,False,False,False
3603,61,1,2,0,4672,False,2008.0,True,False,False,True,False,False,False,False,17,False,False,False,True
3605,118,4,3,0,4644,True,1974.0,True,False,False,True,False,False,False,True,17,True,False,False,False
3606,163,3,2,0,4282,False,1960.0,True,False,False,True,False,True,False,False,16,True,False,False,False
3607,59,3,1,0,3390,False,1965.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3608,126,4,2,0,3373,False,1966.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3610,142,2,2,0,5634,False,1975.0,True,False,False,False,False,True,False,False,17,True,False,False,False
3611,88,2,2,0,4022,False,2021.0,True,False,False,False,False,True,False,True,17,True,False,False,False
3614,79,2,1,0,7456,False,2006.0,True,False,True,True,False,False,False,True,17,True,False,False,False
3621,62,2,1,0,4065,False,1970.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3637,68,2,1,0,4191,False,2010.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3645,155,4,3,0,5419,False,2019.0,True,False,True,False,False,True,True,True,17,True,False,False,False
3646,65,2,1,0,2692,True,1955.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3648,212,5,2,0,3608,False,1965.0,True,False,False,True,False,False,False,True,17,True,False,False,False
3649,59,3,1,0,3051,False,1957.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3650,85,3,2,0,2682,True,1980.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3655,54,2,1,0,4259,False,2003.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3656,58,2,1,0,4293,False,1967.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3666,88,2,1,0,3360,False,2021.0,True,False,False,False,False,True,False,True,17,True,False,False,False
3667,70,1,1,0,4355,False,2021.0,True,False,False,False,False,True,False,True,17,True,False,False,False
3668,115,2,2,0,4304,False,1985.0,True,False,True,True,False,False,True,False,16,True,False,False,False
3672,92,3,1,0,3750,True,1960.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3673,70,2,1,0,3786,False,2004.0,True,False,False,False,False,True,False,True,17,True,False,False,False
3674,137,4,3,0,5255,True,1960.0,True,False,False,False,False,False,True,True,17,True,False,False,False
3675,135,5,2,0,3852,True,1968.0,True,False,False,True,False,False,True,False,16,True,False,False,False
3676,191,4,2,0,3717,False,1981.0,True,False,False,True,False,True,False,True,16,False,False,False,True
3677,118,4,2,0,3347,True,1956.0,True,False,False,False,False,False,False,False,16,True,False,False,False
3680,85,3,2,0,5706,True,1960.0,True,False,False,False,False,True,False,False,17,True,False,False,False
3681,116,3,2,0,3009,True,1975.0,True,False,False,True,False,False,False,True,16,True,False,False,False
3682,80,3,1,0,3062,False,1960.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3684,232,6,3,0,3091,False,1962.0,True,False,False,False,True,False,False,False,16,True,False,False,False
3686,257,3,4,0,5739,False,1970.0,True,False,False,True,False,True,False,True,17,False,True,False,False
3690,175,5,3,0,4900,False,1981.0,True,False,True,False,True,True,True,True,17,True,False,False,False
3693,82,3,1,0,3780,False,1967.0,True,False,False,True,False,False,False,False,16,True,False,False,False
3697,87,3,2,0,3391,True,1964.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3699,89,3,1,0,3202,False,1975.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3700,140,4,3,0,3500,False,1971.0,True,False,False,True,False,False,False,False,16,True,False,False,False
3703,127,4,2,0,3701,False,1979.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3710,35,1,1,0,3686,False,1996.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3711,79,3,2,0,4367,False,1955.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3712,170,4,3,0,4635,False,1958.0,True,False,False,False,False,False,False,True,17,True,False,False,False
3713,90,2,2,0,3278,False,2020.0,True,False,True,False,False,True,False,True,16,True,False,False,False
3715,64,2,1,0,2656,False,1973.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3717,190,4,3,0,4105,True,1965.0,True,False,False,True,False,True,False,False,17,True,False,False,False
3718,123,3,2,0,3537,False,1965.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3719,199,4,3,0,4171,False,1960.0,True,False,False,True,True,True,True,True,17,True,False,False,False
3721,69,2,2,0,3618,False,2020.0,True,False,False,False,False,True,False,False,17,True,False,False,False
3722,69,2,2,0,3417,False,2020.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3723,45,1,1,0,4359,False,2020.0,True,False,False,True,False,True,False,False,17,False,False,False,True
3726,119,1,1,0,3025,False,1957.0,True,False,False,False,False,False,False,False,16,True,False,False,False
3727,106,3,2,0,2915,False,2001.0,True,False,False,False,True,True,False,False,17,True,False,False,False
3734,114,4,3,0,7000,False,1967.0,True,False,True,False,False,False,False,False,16,True,False,False,False
3735,92,3,2,0,3043,False,1996.0,True,False,False,False,False,True,False,True,17,True,False,False,False
3737,76,3,1,0,3684,True,1995.0,True,False,False,False,False,False,True,False,17,True,False,False,False
3738,174,3,2,0,2299,False,1980.0,True,False,False,False,True,True,True,True,17,True,False,False,False
3742,74,3,1,0,3885,False,1979.0,True,False,False,False,True,False,False,False,17,True,False,False,False
3744,68,2,1,0,2632,True,1958.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3748,140,4,3,0,3500,True,1971.0,True,False,False,True,False,False,False,False,16,True,False,False,False
3753,61,1,2,0,4672,False,2008.0,True,False,False,True,False,False,False,False,17,False,False,False,True
3754,144,2,1,0,2222,False,1984.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3755,90,3,2,0,2989,False,1992.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3756,120,4,3,0,4792,False,1975.0,True,False,False,False,True,False,True,False,17,True,False,False,False
3758,85,3,2,0,3824,True,1960.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3759,176,3,2,0,6591,False,1970.0,True,False,False,False,False,False,False,True,17,False,False,False,True
3761,115,2,2,0,4304,False,1989.0,True,False,True,True,True,False,True,True,16,True,False,False,False
3762,88,1,1,0,2568,False,1997.0,True,False,False,True,False,False,False,False,17,False,False,False,True
3766,70,3,1,0,3071,False,1966.0,False,False,False,True,True,False,False,False,16,True,False,False,False
3767,144,4,2,0,3403,False,1981.0,True,False,False,True,False,False,False,True,16,True,False,False,False
3769,140,4,2,0,3486,False,1967.0,True,False,False,True,False,False,False,False,16,True,False,False,False
3775,122,4,3,0,4262,False,1970.0,True,False,False,True,False,False,False,True,17,True,False,False,False
3776,77,3,1,0,2857,False,1960.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3783,79,2,1,0,3459,False,1982.0,True,False,False,True,False,False,False,True,17,True,False,False,False
3784,71,2,1,0,5127,False,1962.0,True,False,False,True,False,True,False,True,17,True,False,False,False
3785,92,3,1,0,3750,False,1969.0,True,False,False,True,False,True,False,False,17,True,False,False,False
3786,65,2,2,0,4600,False,2007.0,True,False,True,True,False,True,True,True,17,True,False,False,False
3788,203,4,4,0,7759,False,1967.0,True,False,False,False,False,False,False,True,17,True,False,False,False
3797,50,2,1,0,3598,False,1960.0,True,False,False,False,False,False,False,False,17,True,False,False,False
3799,144,3,2,0,4826,True,1974.0,True,False,False,True,False,False,False,True,16,True,False,False,False
3802,236,5,4,0,4237,False,1982.0,True,False,False,False,False,True,False,True,17,True,False,False,False
3804,144,3,2,0,2979,False,1996.0,True,False,False,True,False,False,False,True,17,False,True,False,False
3810,76,3,1,0,3355,False,1962.0,True,False,False,True,False,False,False,False,17,True,False,False,False
3811,92,3,1,0,3695,False,1969.0,True,False,False,True,False,False,False,False,16,True,False,False,False
3813,90,3,2,0,3767,False,1963.0,True,False,False,True,False,False,False,True,16,True,False,False,False
3814,45,2,1,0,4822,False,1964.0,True,False,False,True,False,False,False,False,17,False,False,False,True
3816,48,2,2,0,4146,False,2007.0,True,False,False,False,False,False,False,False,16,True,False,False,False
3817,117,4,2,0,4188,False,1966.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3825,121,3,2,0,5198,True,1952.0,True,False,False,True,True,False,False,False,14,False,False,False,True
3826,131,3,2,0,4229,False,1981.0,True,False,True,False,False,False,True,False,14,True,False,False,False
3829,107,3,1,0,3551,False,1966.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3833,121,4,2,0,4050,False,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3836,174,5,2,0,3678,True,1985.0,True,False,False,True,False,False,False,True,14,True,False,False,False
3850,173,4,2,0,4364,True,1959.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3851,173,4,2,0,4364,True,1959.0,True,False,False,True,False,True,False,False,14,True,False,False,False
3852,191,4,2,0,4712,False,1955.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3855,215,3,3,0,4070,True,1988.0,True,False,True,True,False,True,True,True,14,True,False,False,False
3860,91,3,2,0,5275,False,1958.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3866,112,3,2,0,3321,False,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3877,97,4,2,0,4227,True,1970.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3878,141,3,2,0,4113,True,1981.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3881,62,1,1,0,4516,False,1993.0,True,False,False,False,True,True,True,False,14,True,False,False,False
3884,130,3,2,0,3423,False,1993.0,True,False,False,False,False,True,True,False,14,True,False,False,False
3885,112,4,2,0,3321,True,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3886,162,4,3,0,3704,False,1988.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3887,73,2,1,0,5342,False,2007.0,True,False,True,False,False,True,True,True,14,True,False,False,False
3889,82,2,2,0,4579,False,1965.0,True,False,False,False,False,True,False,False,14,True,False,False,False
3890,100,4,2,0,4450,False,1968.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3891,126,3,2,0,3651,False,1960.0,True,False,False,False,False,False,True,False,14,True,False,False,False
3893,162,4,3,0,3704,False,1988.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3894,162,4,3,0,3704,False,1988.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3895,90,3,2,0,4222,False,1965.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3896,215,6,3,0,3860,False,1994.0,True,False,True,True,False,False,True,True,14,True,False,False,False
3897,74,3,1,0,3919,False,1965.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3898,156,4,2,0,5064,True,1954.0,True,False,False,False,False,True,False,True,14,True,False,False,False
3900,142,5,2,0,4190,True,1961.0,True,False,False,False,False,True,True,False,14,False,False,False,True
3902,84,2,1,0,4762,False,1964.0,True,False,False,False,True,False,False,False,14,True,False,False,False
3903,138,4,2,0,4051,False,1985.0,True,False,False,True,False,False,False,True,14,True,False,False,False
3905,140,3,2,0,3543,False,1998.0,True,False,True,True,False,False,True,True,14,True,False,False,False
3916,166,4,2,0,5120,True,1958.0,True,False,False,True,False,True,True,True,14,True,False,False,False
3917,157,3,2,0,4452,False,1977.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3921,157,4,2,0,3631,True,1977.0,True,False,False,True,False,False,False,True,14,True,False,False,False
3928,168,4,3,0,3423,True,1970.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3931,167,4,2,0,6287,False,1983.0,True,False,False,True,False,False,False,True,14,True,False,False,False
3936,118,3,2,0,4364,True,1972.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3941,60,1,1,0,7900,True,1974.0,True,False,False,False,True,True,False,True,14,True,False,False,False
3944,142,5,2,0,4085,True,1961.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3946,54,1,1,0,6019,False,2008.0,True,False,True,False,False,True,False,True,14,True,False,False,False
3947,116,4,3,0,5603,True,1978.0,True,False,True,True,False,False,True,False,14,True,False,False,False
3956,80,2,1,0,4000,False,1963.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3959,104,3,2,0,3846,True,1968.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3960,65,2,1,0,4615,True,1975.0,True,False,True,False,True,False,True,False,14,True,False,False,False
3961,93,3,2,0,4032,True,1980.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3962,95,3,1,0,4200,True,1959.0,True,False,False,False,False,False,True,False,14,True,False,False,False
3965,129,3,2,0,4710,False,1992.0,True,False,False,False,False,False,True,True,14,True,False,False,False
3966,100,4,1,0,3900,True,1957.0,True,False,False,True,False,False,False,False,14,True,False,False,False
3970,100,4,2,0,4450,False,1968.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3972,168,4,2,0,4911,False,1958.0,True,False,False,True,False,True,True,False,14,True,False,False,False
3975,124,3,2,0,5081,False,1952.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3976,68,1,1,0,4765,False,1988.0,True,False,True,True,False,False,True,False,14,True,False,False,False
3977,138,3,2,0,3616,True,1974.0,True,False,False,True,False,False,False,True,14,True,False,False,False
3978,162,4,3,0,3704,False,1988.0,True,False,False,False,False,False,False,True,14,True,False,False,False
3979,119,3,2,0,4160,False,1958.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3981,68,2,1,0,4338,False,1969.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3982,160,4,2,0,5219,True,1965.0,True,False,False,False,False,True,False,False,14,True,False,False,False
3986,169,4,3,0,3905,False,1987.0,True,False,False,False,False,True,True,True,14,True,False,False,False
3987,97,4,1,0,4021,False,1957.0,True,False,False,False,False,False,False,False,14,True,False,False,False
3989,60,1,1,0,3175,False,1992.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4007,161,3,3,0,3714,False,1986.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4009,88,3,2,0,5341,False,1961.0,True,False,False,False,True,False,False,True,14,True,False,False,False
4011,125,3,2,0,4160,False,1970.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4012,105,3,2,0,4743,False,1967.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4013,128,3,3,0,8744,False,2019.0,True,False,False,True,True,False,False,False,14,True,False,False,False
4016,161,3,2,0,3665,True,1987.0,True,False,False,False,True,False,True,True,14,True,False,False,False
4025,88,2,2,0,6023,False,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4026,158,3,2,0,4114,False,1974.0,True,False,False,False,False,True,True,False,14,True,False,False,False
4033,135,2,2,0,6333,False,1951.0,True,False,False,True,False,True,False,True,14,False,False,False,True
4044,147,4,3,0,3741,True,1982.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4049,80,2,1,0,4250,False,2000.0,True,False,True,False,False,True,True,True,14,True,False,False,False
4050,70,1,2,0,4000,False,1996.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4051,93,3,2,0,5108,False,1986.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4059,142,5,2,0,4085,True,1961.0,True,False,False,False,True,True,True,True,14,True,False,False,False
4060,74,3,1,0,3919,False,1965.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4064,131,3,2,0,4427,False,1975.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4066,165,5,2,0,3758,True,1977.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4069,97,3,2,0,4948,False,1984.0,True,False,False,True,True,False,False,False,14,True,False,False,False
4072,139,3,2,0,4173,True,1981.0,True,False,False,False,False,False,True,True,14,True,False,False,False
4078,153,3,2,0,3634,False,1977.0,True,False,False,False,True,False,False,True,14,True,False,False,False
4081,132,4,2,0,4924,True,1956.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4105,126,3,2,0,4421,False,1953.0,True,False,False,True,True,True,False,False,14,True,False,False,False
4106,158,4,2,0,4304,False,1984.0,True,False,False,False,False,False,True,True,14,True,False,False,False
4108,192,4,3,0,3385,True,1970.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4110,179,4,3,0,3687,False,1976.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4111,126,4,2,0,4365,True,1956.0,True,False,False,False,False,True,False,False,14,True,False,False,False
4114,67,3,1,0,5075,False,1979.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4115,140,3,2,0,4143,True,1981.0,True,False,False,True,False,False,True,True,14,True,False,False,False
4117,250,4,3,0,4180,False,1988.0,True,False,True,True,False,False,False,True,14,True,False,False,False
4125,139,3,2,0,4173,False,1981.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4136,105,3,2,0,5238,False,1956.0,True,False,False,False,False,False,False,True,14,False,False,False,True
4139,90,2,2,0,4722,False,1998.0,True,False,True,False,False,True,True,True,14,True,False,False,False
4140,146,4,3,0,3760,True,1982.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4142,120,2,2,0,4042,False,1968.0,True,False,False,False,True,False,False,True,14,True,False,False,False
4147,200,3,2,0,4750,False,1969.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4154,157,2,3,0,9554,False,2019.0,True,False,False,True,False,False,True,True,14,False,True,False,False
4157,135,4,2,0,3222,False,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4158,152,4,2,0,4276,False,1977.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4161,90,3,2,0,4333,True,1968.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4166,84,3,1,0,4167,False,1951.0,True,False,False,False,True,False,False,False,14,True,False,False,False
4190,130,4,2,0,5769,False,1975.0,True,False,True,True,False,True,True,True,14,True,False,False,False
4197,180,4,3,0,3833,True,1985.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4204,120,2,2,0,5750,False,1965.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4207,80,3,1,0,4250,True,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4217,75,2,1,0,4800,False,1960.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4219,215,3,3,0,3884,True,1988.0,True,False,True,False,False,False,True,True,14,True,False,False,False
4220,155,4,2,0,3323,True,1977.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4223,95,2,2,0,4737,False,2020.0,True,False,False,True,True,False,False,True,14,True,False,False,False
4231,133,4,2,0,4962,False,1951.0,True,False,False,False,False,True,False,False,14,False,False,False,True
4291,115,3,2,0,3478,True,1954.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4292,82,2,1,0,3902,False,1960.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4297,89,2,1,0,4213,False,2010.0,True,False,True,False,False,False,True,True,14,True,False,False,False
4302,139,3,1,0,4173,False,1981.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4317,120,3,2,0,3000,False,1953.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4326,73,3,1,0,4616,False,1981.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4328,73,3,1,0,4616,False,1981.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4332,112,3,2,0,4688,False,1998.0,True,False,True,False,False,True,True,True,14,True,False,False,False
4333,171,4,3,0,5117,True,1970.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4349,120,2,2,0,4042,False,1968.0,True,False,False,False,True,False,False,True,14,True,False,False,False
4351,85,3,2,0,3941,True,1962.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4352,89,3,2,0,3652,True,1988.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4353,91,2,2,0,4066,False,1963.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4357,221,4,3,0,3575,False,1969.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4360,90,3,1,0,4556,False,1965.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4363,135,3,2,0,4222,True,1975.0,True,False,False,True,False,True,True,True,14,False,False,False,True
4372,195,4,4,0,3974,True,1970.0,True,False,True,True,False,True,True,True,14,True,False,False,False
4373,108,2,2,0,4583,False,2019.0,True,False,True,False,False,True,True,False,14,True,False,False,False
4386,80,2,1,0,5862,False,1998.0,True,False,False,True,False,False,False,True,14,False,False,False,True
4387,79,2,1,0,4051,False,1971.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4389,130,4,3,0,3692,True,1976.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4392,75,1,1,0,3133,False,2008.0,True,False,False,True,False,True,False,True,14,False,True,False,False
4394,60,2,1,0,6500,False,2006.0,True,False,False,False,False,True,True,True,14,True,False,False,False
4401,77,1,1,0,4675,False,2008.0,True,False,False,False,True,True,False,True,14,False,False,False,True
4404,141,3,2,0,4113,False,1981.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4405,139,3,3,0,4173,False,1981.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4410,120,4,2,0,3500,False,1966.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4411,96,2,2,0,5521,False,2008.0,True,False,True,True,False,True,False,True,14,False,False,False,True
4412,186,5,3,0,3737,False,1978.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4415,194,4,4,0,4072,False,1970.0,True,False,True,True,False,True,True,True,14,True,False,False,False
4416,215,4,2,0,3674,False,2006.0,True,False,True,True,True,True,False,True,14,False,False,False,True
4417,73,2,1,0,5342,False,2007.0,True,False,True,True,False,True,True,True,14,True,False,False,False
4421,132,5,2,0,4939,False,1954.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4429,236,4,3,0,4894,False,1988.0,True,False,True,True,False,False,False,True,14,True,False,False,False
4436,83,2,2,0,5360,True,1957.0,True,False,False,True,True,False,False,False,14,True,False,False,False
4437,130,4,2,0,5769,True,1953.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4443,142,5,2,0,4085,True,1961.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4448,174,2,2,0,4057,False,2020.0,True,False,False,True,False,True,False,False,14,False,False,False,True
4453,185,4,2,0,3757,False,2000.0,True,False,True,True,False,True,True,True,14,True,False,False,False
4457,170,4,2,0,3824,False,1985.0,True,False,True,True,False,True,True,True,14,True,False,False,False
4458,30,1,1,0,5533,False,1971.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4462,94,3,2,0,4681,True,1987.0,True,False,False,True,True,False,False,False,14,True,False,False,False
4465,87,2,2,0,4885,False,2020.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4466,103,2,2,0,4816,False,2020.0,True,False,False,False,False,True,False,False,14,True,False,False,False
4467,72,1,1,0,4958,False,2020.0,True,False,False,False,False,True,False,False,14,True,False,False,False
4468,92,3,1,0,3902,True,1958.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4470,215,3,3,0,4023,True,1988.0,True,False,True,False,False,False,True,True,14,True,False,False,False
4471,152,3,2,0,5099,False,1977.0,True,False,False,True,True,False,False,False,14,True,False,False,False
4472,110,3,2,0,5000,False,1996.0,True,False,False,False,False,True,False,False,14,True,False,False,False
4473,118,3,2,0,4280,True,1960.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4475,151,3,3,0,5960,False,1983.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4476,101,4,1,0,4158,False,1952.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4478,125,4,2,0,4160,False,1970.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4480,99,3,2,0,3990,True,1960.0,True,False,False,True,True,False,True,False,14,True,False,False,False
4482,124,4,2,0,4194,False,1970.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4484,75,2,1,0,4747,False,1960.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4490,104,3,2,0,3837,False,2005.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4501,125,3,2,0,4800,False,1952.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4504,60,1,1,0,4000,False,1996.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4507,100,3,2,0,4970,False,2001.0,True,False,True,False,False,True,True,True,14,True,False,False,False
4511,72,2,1,0,5694,False,1974.0,True,False,True,False,False,True,True,False,14,True,False,False,False
4512,150,4,2,0,3867,False,1986.0,True,False,True,True,True,True,True,False,14,True,False,False,False
4513,120,4,2,0,3658,True,1962.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4514,94,2,2,0,5968,False,1960.0,True,False,False,False,True,False,False,False,14,True,False,False,False
4517,124,3,2,0,4637,False,1955.0,True,False,False,True,False,False,False,False,14,False,False,False,True
4521,102,2,1,0,3510,False,2008.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4522,105,3,1,0,3610,False,1957.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4524,99,3,2,0,4343,False,2021.0,True,False,True,False,False,True,True,True,14,True,False,False,False
4525,98,3,2,0,4490,False,1980.0,True,False,False,True,False,True,False,False,14,True,False,False,False
4526,174,4,2,0,2960,True,1953.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4527,130,4,2,0,4515,False,1988.0,True,False,True,False,True,False,False,True,14,True,False,False,False
4529,83,3,2,0,4807,False,1968.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4533,162,4,3,0,3858,False,1971.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4535,158,3,3,0,7595,False,2001.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4536,107,2,2,0,4206,False,1976.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4540,248,4,3,0,4214,False,1988.0,True,False,True,True,False,True,False,True,14,True,False,False,False
4542,106,3,2,0,4245,False,1970.0,True,False,False,True,True,False,False,True,14,True,False,False,False
4544,203,5,3,0,3768,False,1969.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4549,201,5,3,0,3781,False,1969.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4556,129,4,3,0,3721,True,1976.0,True,False,False,False,False,False,False,True,14,True,False,False,False
4558,73,2,1,0,5342,False,2007.0,True,False,False,True,False,True,False,True,14,True,False,False,False
4559,104,2,2,0,5962,False,1998.0,True,False,True,True,False,True,True,False,14,False,True,False,False
4562,93,3,1,0,3753,False,1967.0,True,False,False,False,True,False,False,False,14,True,False,False,False
4571,153,4,2,0,3235,True,1977.0,True,False,False,True,False,False,True,True,14,True,False,False,False
4572,80,2,1,0,4000,False,1963.0,True,False,False,False,False,False,False,False,14,True,False,False,False
4580,95,4,2,0,3683,False,1955.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4581,159,5,3,0,3453,False,1979.0,True,False,False,True,False,False,False,False,14,True,False,False,False
4582,125,1,1,0,3192,False,1995.0,True,False,True,True,True,False,True,True,14,False,False,False,True
4584,155,4,2,0,3323,True,1977.0,True,False,False,True,False,False,False,True,14,True,False,False,False
4585,142,5,2,0,4085,True,1961.0,True,False,False,True,False,True,True,True,14,True,False,False,False
4590,160,4,2,0,4938,True,1954.0,True,False,False,False,False,True,False,True,14,True,False,False,False
4593,109,2,1,0,3303,False,1964.0,True,False,False,True,False,True,True,False,14,True,False,False,False
4598,35,1,1,0,5143,False,2020.0,True,False,True,False,False,False,True,True,14,True,False,False,False
4601,174,4,2,0,4971,False,2018.0,True,False,False,False,True,False,False,True,14,True,False,False,False
