,m2_construit,nb_pieces,nb_sdb,nb_etages,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
12318,114,3,2,0,6974,False,1963.0,True,False,False,True,False,True,False,False,16,False,False,False,True
12325,182,3,3,0,3462,False,1975.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12335,100,3,2,0,6200,False,1965.0,True,False,False,True,False,False,False,False,16,True,False,False,False
12336,100,3,2,0,6200,False,1965.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12347,105,3,2,0,6429,False,1980.0,True,False,False,False,False,False,False,True,6,True,False,False,False
12348,163,4,2,0,3613,True,1962.0,True,False,False,True,False,True,False,False,6,True,False,False,False
12349,199,5,3,0,6281,False,1964.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12354,172,3,3,0,5948,False,1970.0,True,False,True,True,False,True,False,True,6,True,False,False,False
12362,167,4,2,0,4401,False,1963.0,True,False,False,True,False,True,False,False,6,True,False,False,False
12364,208,4,3,0,6250,True,1955.0,True,False,False,True,False,False,False,True,6,False,True,False,False
12386,184,4,3,0,3750,True,1984.0,True,False,False,False,True,False,True,True,16,True,False,False,False
12391,195,4,2,0,3549,False,1957.0,True,False,False,False,False,True,False,False,6,True,False,False,False
12395,100,3,1,0,4580,False,1958.0,True,False,False,False,True,False,False,False,6,True,False,False,False
12397,140,2,2,0,3421,False,1963.0,True,False,False,False,False,True,False,False,6,True,False,False,False
12406,237,5,3,0,4008,True,1969.0,True,False,False,True,False,True,True,True,6,True,False,False,False
12412,163,4,3,0,4172,True,1975.0,True,False,False,False,True,True,False,True,6,True,False,False,False
12417,160,4,2,0,4938,True,1975.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12420,159,5,2,0,5503,True,1962.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12426,105,3,3,0,5905,True,1974.0,True,False,False,True,False,False,False,False,16,True,False,False,False
12428,48,2,1,0,5417,False,1960.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12430,189,4,2,0,3968,True,1961.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12432,183,3,2,0,4344,False,1965.0,True,False,False,True,True,True,False,False,6,True,False,False,False
12438,170,3,3,0,5000,True,1956.0,True,False,False,True,False,True,False,False,6,False,False,False,True
12439,175,4,3,0,4709,True,1969.0,True,False,False,True,False,False,True,True,6,True,False,False,False
12447,164,2,2,0,8841,False,1970.0,True,False,False,True,False,True,False,False,6,True,False,False,False
12450,260,5,4,0,4000,False,1957.0,True,False,False,True,False,True,False,True,6,True,False,False,False
12454,164,2,2,0,8841,False,1970.0,True,False,False,True,False,True,False,False,6,True,False,False,False
12458,250,3,3,0,5860,False,1956.0,True,False,False,False,True,True,False,True,16,True,False,False,False
12459,211,4,3,0,4716,False,1963.0,True,False,False,True,False,True,False,True,6,True,False,False,False
12461,152,4,3,0,4901,True,1982.0,True,False,False,False,False,True,True,True,16,True,False,False,False
12462,175,3,2,0,5840,False,1973.0,True,False,True,True,True,True,False,False,6,True,False,False,False
12465,205,4,3,0,5854,False,1967.0,True,False,False,True,True,False,False,False,16,True,False,False,False
12466,230,4,3,0,5435,False,1986.0,True,False,False,True,True,False,True,True,16,True,False,False,False
12471,184,4,2,0,4183,True,1975.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12479,220,6,3,0,4318,False,1972.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12483,204,4,3,0,6127,False,1986.0,True,False,False,True,False,False,True,True,16,True,False,False,False
12487,160,4,2,0,4938,True,1975.0,True,False,False,False,False,True,False,True,6,True,False,False,False
12493,220,5,3,0,4023,False,1960.0,True,False,False,True,False,True,False,True,6,True,False,False,False
12500,287,9,3,0,3449,True,1965.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12508,204,7,2,0,3971,False,1991.0,True,False,False,True,True,False,False,True,6,True,False,False,False
12514,147,4,3,0,3741,False,1954.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12517,192,4,2,0,3906,True,1961.0,True,False,False,True,True,False,False,False,6,True,False,False,False
12520,168,4,3,0,4458,True,1960.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12524,142,3,2,0,4859,False,1952.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12525,114,1,2,0,7807,False,2002.0,True,False,False,False,True,False,False,False,6,True,False,False,False
12536,202,5,3,0,4332,True,1970.0,True,False,False,False,False,False,False,True,6,True,False,False,False
12537,70,2,2,0,5643,False,1965.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12541,153,4,2,0,3915,True,1960.0,True,False,False,False,False,False,False,False,16,True,False,False,False
12545,190,5,3,0,4474,False,1960.0,True,False,False,False,False,True,False,True,16,True,False,False,False
12546,102,3,2,0,4265,True,1956.0,True,False,False,False,False,False,False,False,16,True,False,False,False
12547,167,4,2,0,3892,False,1960.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12549,228,6,4,0,6579,False,1960.0,True,False,False,False,False,False,False,False,16,True,False,False,False
12557,149,4,2,0,3490,True,1966.0,True,False,False,False,False,True,False,False,16,True,False,False,False
12562,227,6,4,0,3740,True,1969.0,True,False,False,True,False,True,False,False,6,True,False,False,False
12563,208,5,4,0,6058,False,1987.0,True,False,False,True,False,False,True,True,16,True,False,False,False
12566,229,4,3,0,3930,False,1964.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12567,202,5,3,0,4332,True,1970.0,True,False,False,True,False,False,True,True,6,True,False,False,False
12569,130,3,2,0,4608,False,1960.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12570,117,3,2,0,4692,False,1952.0,True,False,False,False,False,True,False,False,6,True,False,False,False
12571,198,4,3,0,4949,True,1966.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12572,182,4,3,0,3462,False,1975.0,True,False,False,False,False,False,False,False,6,True,False,False,False
12574,127,3,2,0,5394,False,1957.0,True,False,False,False,False,True,False,False,6,True,False,False,False
12578,210,3,2,0,4524,False,1970.0,True,False,True,True,False,False,False,True,6,True,False,False,False
12579,263,5,3,0,3384,True,1958.0,True,False,False,True,False,False,False,True,6,True,False,False,False
12589,50,1,1,0,6900,False,1980.0,True,False,False,False,True,False,False,False,6,True,False,False,False
12595,127,3,2,0,4504,True,1982.0,True,False,False,False,False,False,False,False,16,True,False,False,False
12602,204,5,3,0,7304,True,1977.0,True,False,True,True,False,True,True,True,6,True,False,False,False
12603,89,2,2,0,7809,True,1977.0,True,False,True,True,False,True,True,True,6,True,False,False,False
12604,115,3,2,0,6913,True,1977.0,True,False,True,True,False,False,True,True,6,True,False,False,False
12605,83,1,1,0,5181,False,1956.0,True,False,False,False,False,True,False,False,6,True,False,False,False
12611,243,4,4,0,5967,True,1961.0,True,False,False,True,False,False,False,False,6,True,False,False,False
12620,175,3,2,0,5429,False,1965.0,True,False,False,False,False,False,False,True,6,True,False,False,False
12622,204,7,2,0,3971,False,1991.0,True,False,False,True,True,False,False,True,6,True,False,False,False
12631,260,4,3,0,3827,False,1971.0,True,False,True,True,False,False,True,True,6,True,False,False,False
12635,163,4,3,0,3982,True,1967.0,True,False,False,True,False,True,False,False,6,True,False,False,False
12639,129,3,2,0,5039,False,1956.0,True,False,False,False,False,True,False,False,6,True,False,False,False
12646,40,1,1,0,6750,False,1975.0,True,False,False,False,False,False,False,False,16,True,False,False,False
12650,108,3,2,0,4519,False,1968.0,True,False,True,True,False,True,True,True,16,True,False,False,False
12651,75,2,1,0,3292,True,1958.0,True,False,False,False,False,False,True,False,7,True,False,False,False
12653,67,3,1,0,2448,False,1964.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12654,54,2,1,0,2683,True,1971.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12656,118,3,2,0,4110,True,1971.0,True,False,True,True,False,False,True,True,7,True,False,False,False
12658,181,5,3,0,3298,True,1975.0,True,False,True,True,False,True,False,False,7,True,False,False,False
12660,181,5,3,0,3298,True,1975.0,True,False,True,True,False,True,True,False,7,True,False,False,False
12662,63,2,1,0,2683,True,1975.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12665,55,2,1,0,2891,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12666,113,4,2,0,2274,False,1970.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12668,117,2,2,0,4273,False,2011.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12669,83,3,1,0,2530,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12670,61,2,2,0,3246,False,1970.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12671,96,3,2,0,3750,False,1957.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12674,72,1,1,0,2486,False,1955.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12675,77,3,1,0,2987,False,1961.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12677,71,3,1,0,3465,False,1955.0,True,False,False,True,True,True,True,False,7,True,False,False,False
12679,112,4,1,0,3116,False,1995.0,True,False,False,True,False,False,False,True,7,True,False,False,False
12680,209,5,3,0,3756,False,1970.0,True,False,True,True,False,True,False,True,7,True,False,False,False
12682,86,2,2,0,5349,False,2000.0,True,False,True,True,False,True,False,True,7,False,True,False,False
12688,76,2,1,0,2630,True,1965.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12692,81,2,1,0,3642,False,2004.0,True,False,True,False,False,True,True,True,7,True,False,False,False
12701,144,4,2,0,3750,False,1980.0,True,False,True,True,False,False,False,True,7,True,False,False,False
12713,100,3,2,0,4500,False,1979.0,True,False,True,True,False,False,True,True,7,True,False,False,False
12715,107,3,2,0,3458,False,2006.0,True,False,True,False,False,False,True,True,7,True,False,False,False
12718,107,1,1,0,3458,False,1998.0,True,False,True,False,False,True,True,True,7,True,False,False,False
12720,55,2,1,0,3271,False,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12721,134,4,3,0,3731,True,1968.0,True,False,True,True,False,True,False,False,7,True,False,False,False
12724,80,2,1,0,2425,True,1961.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12727,105,3,2,0,5238,False,1980.0,True,False,True,False,False,False,True,True,7,True,False,False,False
12728,60,2,2,0,3750,False,2019.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12729,143,4,3,0,5245,False,1975.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12730,279,4,4,2,3047,True,1958.0,False,True,False,False,False,True,False,True,7,False,False,True,False
12731,110,3,2,0,2855,False,1955.0,True,False,False,True,False,True,False,False,7,True,False,False,False
12733,239,4,2,0,2510,False,1978.0,True,False,True,False,False,True,True,True,7,True,False,False,False
12735,104,4,2,0,2643,False,1974.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12737,90,3,2,0,2778,False,1964.0,True,False,False,True,False,True,False,False,7,True,False,False,False
12738,120,4,1,0,2499,False,1954.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12739,254,3,3,0,4724,False,1988.0,True,False,True,True,False,False,True,True,16,False,False,False,True
12740,70,2,1,0,4257,False,1958.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12745,77,3,1,0,3245,True,1970.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12747,64,1,1,0,4672,False,1956.0,True,False,False,False,False,False,True,True,7,True,False,False,False
12751,158,4,3,0,4589,False,1976.0,True,False,False,True,False,False,False,False,7,False,False,False,True
12752,117,3,2,0,3821,False,1985.0,True,False,False,False,False,False,False,True,7,True,False,False,False
12753,103,4,2,0,3252,False,1955.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12763,60,2,2,0,2783,False,1955.0,True,False,False,False,False,False,True,False,7,False,True,False,False
12764,60,2,1,0,3000,True,1976.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12766,88,3,1,0,1920,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12768,77,2,1,0,2662,False,1956.0,True,False,False,True,True,True,False,False,7,True,False,False,False
12774,119,2,2,0,4496,False,1999.0,True,False,True,False,False,False,True,True,7,True,False,False,False
12775,279,4,3,0,3939,False,1982.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12776,113,2,1,0,1769,True,1959.0,True,False,False,True,False,True,False,False,7,True,False,False,False
12780,179,4,3,0,4022,False,2005.0,True,False,True,True,False,True,True,True,7,False,False,False,True
12782,80,3,1,0,3124,False,1971.0,True,False,False,True,False,False,True,False,7,True,False,False,False
12783,77,3,1,0,2143,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12785,78,1,1,0,2050,False,1954.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12787,69,3,1,0,2319,False,1968.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12790,71,3,1,0,2324,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12791,181,5,3,0,3757,True,1975.0,True,False,True,True,False,True,False,False,7,True,False,False,False
12792,226,4,3,0,3319,False,1987.0,False,True,False,False,False,False,False,True,7,False,False,True,False
12794,86,3,1,0,3953,True,1981.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12795,100,2,1,0,2790,False,1965.0,True,False,False,True,False,False,False,False,7,False,False,False,True
12802,51,2,1,0,2059,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12803,141,3,2,0,3759,False,1986.0,True,False,False,False,False,False,True,True,7,True,False,False,False
12806,135,3,3,0,5556,False,1968.0,True,False,True,True,True,False,True,False,7,False,True,False,False
12807,62,3,1,0,2742,True,1970.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12809,83,3,1,0,2759,False,1955.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12811,58,2,1,0,2757,False,1964.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12812,66,3,1,0,2955,True,1965.0,True,False,False,True,True,False,False,False,7,True,False,False,False
12813,149,4,2,0,4228,False,2001.0,True,False,True,True,False,True,True,True,7,False,False,False,True
12814,65,2,1,0,4000,True,1966.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12816,75,3,1,0,2932,False,1980.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12817,77,2,1,0,2597,False,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12819,50,1,1,0,5900,False,1989.0,True,False,False,True,False,True,False,False,7,True,False,False,False
12824,279,4,4,0,4480,False,1969.0,True,False,True,True,False,False,True,True,7,False,False,False,True
12825,134,3,2,0,2149,True,1968.0,True,False,True,False,False,False,True,False,7,True,False,False,False
12827,75,3,1,0,3000,False,1966.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12828,60,2,1,0,2583,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12831,74,3,1,0,2095,False,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12832,65,2,1,0,3615,False,1971.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12833,45,2,1,0,3000,False,1970.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12834,75,3,1,0,2265,False,1970.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12835,73,2,1,0,3699,False,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12836,81,3,1,0,3395,False,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12837,149,4,2,0,4228,False,2001.0,True,False,True,True,False,False,True,True,7,True,False,False,False
12838,70,2,1,0,2643,False,1966.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12842,54,2,1,0,2407,False,1955.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12843,89,3,1,0,3247,False,1966.0,True,False,False,False,True,False,False,False,7,True,False,False,False
12845,159,3,3,0,4371,False,1966.0,True,False,False,True,False,False,False,True,7,True,False,False,False
12846,114,3,1,0,2272,False,1957.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12854,85,2,2,0,4235,False,1998.0,True,False,False,False,False,False,False,False,7,False,True,False,False
12855,55,2,1,0,2782,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12856,96,2,2,0,4719,False,2004.0,True,False,True,False,False,True,True,False,7,True,False,False,False
12859,52,1,1,0,3327,False,2007.0,True,False,False,False,False,True,False,True,7,True,False,False,False
12862,50,2,1,0,2790,True,1968.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12863,130,4,3,0,4462,False,1966.0,True,False,False,False,False,False,False,True,7,True,False,False,False
12864,238,5,4,0,4286,False,1977.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12866,77,3,1,0,2000,True,1961.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12869,54,2,1,0,2500,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12871,64,3,1,0,1922,True,1961.0,True,False,False,False,False,False,False,False,7,False,True,False,False
12873,117,3,2,0,3333,False,1979.0,True,False,False,True,True,True,False,True,7,True,False,False,False
12874,89,4,2,0,1899,False,1984.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12876,50,2,1,0,2518,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12878,67,3,1,0,2299,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12880,98,3,2,0,2806,True,1956.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12881,145,3,3,0,4069,False,1972.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12885,86,3,1,0,2186,False,1957.0,True,False,False,True,True,True,False,False,7,True,False,False,False
12886,85,2,1,0,1706,True,1963.0,True,False,False,False,False,False,True,True,7,True,False,False,False
12892,72,2,1,0,3472,False,1960.0,True,False,False,True,True,False,False,False,7,True,False,False,False
12893,91,2,2,0,4066,False,1999.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12894,163,4,3,0,4479,False,1967.0,True,False,False,False,False,True,False,True,7,True,False,False,False
12896,72,2,1,0,2986,True,1960.0,True,False,False,True,True,False,False,False,7,True,False,False,False
12897,55,2,1,0,3636,False,1966.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12898,93,3,1,0,2134,True,1953.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12904,74,3,1,0,1959,False,1974.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12905,79,3,1,0,2266,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12906,50,1,1,0,3160,False,2007.0,True,False,False,False,False,True,False,True,7,True,False,False,False
12907,55,1,1,0,2818,False,2007.0,True,False,False,False,False,True,False,True,7,True,False,False,False
12909,173,4,3,0,2457,False,2005.0,True,False,True,True,False,False,True,True,7,False,True,False,False
12912,73,2,1,0,2082,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12917,179,4,3,0,5279,False,1991.0,True,False,True,False,False,False,True,True,7,True,False,False,False
12918,60,1,1,0,2215,False,1970.0,True,False,False,False,False,False,False,False,7,True,False,False,False
12919,145,4,2,0,3724,True,1980.0,True,False,True,True,False,False,True,True,7,True,False,False,False
12920,55,2,1,0,4364,True,1966.0,True,False,False,True,False,False,True,False,7,True,False,False,False
12927,59,2,1,0,1559,True,1965.0,True,False,False,True,True,False,False,False,7,True,False,False,False
12928,150,4,3,0,4500,True,1983.0,True,False,True,True,True,True,True,True,16,True,False,False,False
12929,113,3,2,0,3186,False,1997.0,True,False,True,False,False,False,True,True,7,True,False,False,False
12932,267,4,3,0,4176,True,1988.0,True,False,True,False,False,True,True,True,7,False,False,False,True
12933,134,4,2,0,3510,False,2003.0,True,False,False,True,False,False,False,True,7,True,False,False,False
12939,61,2,1,0,2951,True,1971.0,True,False,False,False,True,False,False,False,7,True,False,False,False
12944,194,4,4,0,5077,False,1969.0,True,False,False,False,False,True,True,True,7,True,False,False,False
12947,291,4,4,0,3952,False,1980.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12948,177,3,3,0,3362,False,1972.0,True,False,True,False,False,True,True,False,7,True,False,False,False
12951,83,2,2,0,2154,False,2019.0,True,False,True,True,False,False,True,False,7,True,False,False,False
12954,80,4,1,0,3688,False,1964.0,True,False,False,False,False,False,True,False,7,True,False,False,False
12956,134,4,2,0,4246,False,1972.0,True,False,True,False,False,True,True,True,7,True,False,False,False
12958,148,3,3,0,4703,False,2000.0,True,False,True,False,False,True,True,False,7,False,True,False,False
12964,144,4,2,0,3750,True,1980.0,True,False,True,True,True,False,True,True,7,True,False,False,False
12965,240,5,4,0,5208,False,2000.0,True,False,True,False,False,True,True,True,7,False,True,False,False
12966,220,3,3,0,3977,False,1985.0,True,False,True,True,False,True,True,True,7,True,False,False,False
12967,42,1,1,0,5714,False,2011.0,True,False,True,False,False,True,False,True,7,True,False,False,False
12970,62,3,1,0,2411,False,1975.0,True,False,False,True,True,False,False,False,7,True,False,False,False
12976,221,4,3,0,4751,False,1983.0,True,False,True,True,False,False,True,True,7,True,False,False,False
12992,73,3,1,0,2000,True,1974.0,True,False,False,True,False,False,False,False,7,True,False,False,False
12994,82,2,2,0,2744,False,1965.0,True,False,False,False,True,False,False,False,7,True,False,False,False
12995,138,3,2,0,3109,False,2002.0,True,False,True,False,False,True,False,True,7,True,False,False,False
13000,56,3,1,0,2643,True,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13014,79,3,1,0,3037,False,1956.0,True,False,False,True,True,True,False,False,7,True,False,False,False
13015,51,2,1,0,3137,False,1964.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13016,292,6,3,0,4709,False,1984.0,True,False,True,True,False,True,True,True,7,True,False,False,False
13017,65,1,1,0,1815,False,1982.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13021,68,2,2,0,1691,True,1956.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13022,65,1,1,0,5025,False,2019.0,True,False,True,False,False,True,True,True,7,True,False,False,False
13023,65,1,1,0,5289,False,2019.0,True,False,True,True,False,True,True,True,7,True,False,False,False
13027,91,3,2,0,3242,False,1965.0,True,False,False,False,False,True,False,False,7,True,False,False,False
13028,73,4,1,0,2575,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13029,138,4,2,0,3791,False,2001.0,True,False,True,False,False,True,False,True,7,True,False,False,False
13030,70,3,1,0,2071,False,1960.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13031,90,3,1,0,2756,True,1989.0,True,False,False,True,False,True,True,False,7,True,False,False,False
13032,105,3,2,0,3524,False,1968.0,True,False,True,True,True,True,True,True,7,True,False,False,False
13035,85,2,1,0,3176,False,1965.0,True,False,False,False,False,True,False,False,7,True,False,False,False
13036,133,4,2,0,3534,False,2003.0,True,False,False,False,False,False,True,False,7,True,False,False,False
13039,149,3,2,0,4228,False,2001.0,True,False,True,True,True,True,True,True,7,False,False,False,True
13040,70,2,1,0,2500,True,1964.0,True,False,False,False,False,False,True,False,7,True,False,False,False
13041,72,4,1,0,2083,False,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13042,80,3,1,0,2312,True,1970.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13044,85,3,1,0,2941,False,1966.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13045,92,3,1,0,1902,False,1970.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13046,148,4,3,0,3919,False,1976.0,True,False,False,True,True,False,True,True,7,True,False,False,False
13047,118,3,2,0,1856,False,1980.0,True,False,False,True,True,True,False,False,7,True,False,False,False
13048,88,3,2,0,2102,False,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13049,109,4,2,0,2431,True,1970.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13052,254,5,4,0,4921,False,1985.0,True,False,True,False,False,True,True,True,7,True,False,False,False
13057,74,2,1,0,2831,False,1970.0,True,False,False,True,False,True,False,False,7,True,False,False,False
13062,71,3,1,0,2887,False,1973.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13064,50,2,1,0,3400,False,1965.0,True,False,False,True,False,True,False,False,7,True,False,False,False
13068,72,2,1,0,3056,False,1978.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13069,45,2,1,0,3000,False,1970.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13070,67,2,1,0,2672,False,1962.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13075,142,4,2,0,4930,False,1983.0,True,False,True,True,True,False,True,True,7,True,False,False,False
13077,80,3,2,0,2825,False,1969.0,True,False,False,False,False,False,False,True,7,True,False,False,False
13080,58,2,1,0,2845,True,1960.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13082,154,3,2,0,3474,False,1966.0,True,False,False,True,False,False,False,True,7,True,False,False,False
13085,154,4,2,0,3175,True,1966.0,True,False,False,True,False,False,False,True,7,True,False,False,False
13086,81,4,1,0,2086,True,1965.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13087,47,2,1,0,3085,True,1955.0,True,False,False,False,False,False,True,False,7,True,False,False,False
13089,123,4,1,0,2480,True,1955.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13095,90,3,2,0,3667,False,1994.0,True,False,False,False,False,False,False,True,7,True,False,False,False
13096,70,2,1,0,3000,True,1960.0,True,False,False,True,False,False,True,False,7,True,False,False,False
13099,195,3,4,0,3692,False,1992.0,True,False,False,True,False,False,False,True,7,False,True,False,False
13102,139,3,3,0,6403,False,2000.0,True,False,True,False,False,True,True,True,7,False,True,False,False
13103,212,5,4,0,4005,False,1969.0,False,True,False,True,False,False,False,True,7,False,False,True,False
13104,174,5,3,0,3621,False,1965.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13106,68,3,1,0,2279,False,1960.0,True,False,False,False,False,True,False,False,7,True,False,False,False
13107,90,3,2,0,2778,False,1964.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13109,82,2,1,0,3354,False,1963.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13113,133,1,1,0,3308,False,2008.0,True,False,True,True,False,True,True,True,7,False,False,False,True
13119,91,2,2,0,4066,False,1999.0,True,False,True,True,False,False,True,True,7,True,False,False,False
13120,88,2,2,0,2614,False,2020.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13121,98,2,2,0,2765,False,2019.0,True,False,False,False,False,False,False,True,7,True,False,False,False
13122,172,4,2,0,2494,False,2020.0,True,False,False,True,False,False,False,True,7,False,False,False,True
13123,114,2,2,0,2939,False,1972.0,True,False,False,True,True,True,False,True,7,True,False,False,False
13129,235,5,3,0,4638,False,1978.0,True,False,True,True,False,True,True,True,7,True,False,False,False
13131,81,3,1,0,3951,True,1960.0,True,False,False,True,False,True,False,False,7,True,False,False,False
13132,95,3,1,0,2418,False,1989.0,True,False,False,True,False,True,True,False,7,True,False,False,False
13133,53,2,1,0,4245,False,1981.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13135,110,4,2,0,2136,False,1981.0,True,False,False,True,True,True,False,False,7,True,False,False,False
13136,87,2,1,0,2989,True,1957.0,True,False,False,False,False,True,True,False,7,True,False,False,False
13137,100,4,2,0,2980,False,1975.0,True,False,False,True,False,True,True,False,7,True,False,False,False
13138,47,1,1,0,6419,False,2007.0,True,False,True,False,False,False,True,True,7,True,False,False,False
13145,60,2,1,0,2183,True,1970.0,True,False,False,True,True,False,False,False,7,True,False,False,False
13146,65,2,1,0,2015,True,1970.0,True,False,False,True,True,False,False,False,7,True,False,False,False
13147,60,1,1,0,3633,False,1997.0,True,False,False,False,False,False,False,False,7,True,False,False,False
13149,90,3,2,0,4000,False,1986.0,True,False,False,True,False,False,False,True,7,True,False,False,False
13151,119,2,2,0,4496,False,1999.0,True,False,True,False,False,False,True,True,7,True,False,False,False
13158,100,3,2,0,2240,False,1966.0,True,False,False,True,False,False,False,False,7,True,False,False,False
13160,51,1,1,0,6037,False,2019.0,True,False,True,False,False,False,True,True,16,True,False,False,False
13162,47,2,1,0,2681,False,1957.0,True,False,False,False,False,True,False,False,7,True,False,False,False
