,m2_construit,nb_pieces,prix_achat,prix_achat_m2,travaux_necessaire,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse,nom_quartier
2062,66,3,145000,2197,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2063,120,2,300000,2500,False,False,True,True,False,True,True,True,18,False,True,False,False,Villa de Vallecas
2064,95,3,390000,4105,False,False,False,False,False,False,False,True,16,True,False,False,False,Hortaleza
2065,100,3,160000,1600,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2066,73,2,260000,3562,False,False,False,False,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2067,127,4,324000,2551,False,False,True,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2068,127,4,324000,2551,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2069,105,3,249999,2381,False,False,True,False,True,True,True,False,18,True,False,False,False,Villa de Vallecas
2070,61,2,125700,2061,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2071,58,2,135000,2328,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2072,70,2,160000,2286,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2073,128,4,275000,2148,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2074,110,3,290000,2636,False,False,False,False,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2075,91,4,225000,2473,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2076,149,4,565500,3795,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2077,149,4,578700,3884,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2078,118,4,355000,3008,False,False,False,True,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2079,100,4,93000,930,True,False,False,False,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2081,70,2,165000,2357,False,False,False,False,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2082,76,2,169000,2224,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2083,80,2,140000,1750,False,False,False,False,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2084,52,2,151900,2921,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2085,70,2,105000,1500,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2086,45,2,115000,2556,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2087,30,1,85000,2833,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2088,45,2,104900,2331,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2089,105,3,240000,2286,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2090,69,3,197000,2855,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2091,59,2,112000,1898,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2092,98,3,142000,1449,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2093,70,3,115000,1643,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2094,57,3,127000,2228,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2095,65,2,165000,2538,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2096,98,2,135000,1378,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2097,108,3,145000,1343,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2098,90,3,125000,1389,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2099,95,2,385000,4053,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2100,85,4,184950,2176,False,False,False,True,True,True,False,False,18,True,False,False,False,Villa de Vallecas
2101,53,3,110000,2075,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2102,80,3,200000,2500,True,False,False,False,False,False,False,False,18,False,False,True,False,Villa de Vallecas
2103,137,3,245000,1788,False,False,True,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2104,56,2,145000,2589,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2105,60,3,119000,1983,False,False,False,True,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2106,146,3,250000,1712,False,False,True,False,True,True,True,True,18,True,False,False,False,Villa de Vallecas
2107,115,4,215000,1870,True,False,False,True,True,False,True,False,18,True,False,False,False,Villa de Vallecas
2108,131,3,246000,1878,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2109,85,3,145000,1706,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2110,123,4,315000,2561,False,False,False,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2111,87,3,300000,3448,False,False,False,True,False,True,True,False,18,True,False,False,False,Villa de Vallecas
2112,140,5,307000,2193,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2113,71,2,200000,2817,False,False,False,True,False,False,False,False,18,False,True,False,False,Villa de Vallecas
2114,102,3,355000,3480,False,False,False,False,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2115,55,2,114500,2082,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2116,100,4,190000,1900,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2117,118,3,366400,3105,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2118,110,3,255000,2318,False,False,False,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2119,41,3,105000,2561,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2120,84,2,290000,3452,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2121,68,2,199000,2926,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2122,70,2,121500,1736,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2123,90,2,169000,1878,False,False,False,False,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2124,77,3,129900,1687,True,False,False,True,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2125,100,3,149900,1499,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2126,50,2,95000,1900,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2127,85,2,188999,2224,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2128,109,3,159000,1459,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2130,87,3,155000,1782,False,False,False,True,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2131,120,4,170000,1417,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2132,62,2,250000,4032,False,False,True,True,False,True,True,True,18,False,False,False,True,Villa de Vallecas
2133,120,4,190000,1583,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2134,60,1,180000,3000,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2135,67,1,220000,3284,False,False,True,False,False,False,True,True,18,True,False,False,False,Villa de Vallecas
2136,70,2,199000,2843,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2137,87,2,208000,2391,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2138,40,1,119900,2998,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
2139,61,2,128000,2098,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2140,60,3,172000,2867,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2141,62,3,155000,2500,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2142,66,3,168000,2545,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2143,62,3,125000,2016,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2144,49,2,105000,2143,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2145,70,1,117500,1679,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2146,71,1,145000,2042,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2147,66,1,112000,1697,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2148,60,1,180000,3000,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2149,59,3,132000,2237,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2150,80,3,160000,2000,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
2151,75,3,170000,2267,True,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2152,70,2,189000,2700,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2153,57,2,110000,1930,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2154,80,2,440000,5500,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2155,127,4,159000,1252,False,False,False,False,False,False,True,False,16,True,False,False,False,Hortaleza
2156,110,2,275000,2500,False,False,True,False,False,True,False,True,16,True,False,False,False,Hortaleza
2157,42,2,140000,3333,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2158,68,3,150000,2206,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2159,100,3,190000,1900,True,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2160,87,2,199000,2287,False,False,False,True,True,True,False,False,18,True,False,False,False,Villa de Vallecas
2161,73,2,169900,2327,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2162,78,3,164000,2103,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2163,100,3,360000,3600,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2164,62,3,130200,2100,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2165,85,2,110000,1294,False,False,False,False,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2166,92,2,245000,2663,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2167,65,2,145000,2231,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2168,35,2,130000,3714,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2169,60,3,180000,3000,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2170,105,2,300000,2857,False,False,False,True,False,True,False,False,18,False,True,False,False,Villa de Vallecas
2171,47,2,115000,2447,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2172,80,3,143000,1788,False,False,False,True,True,False,True,False,18,True,False,False,False,Villa de Vallecas
2173,75,3,127000,1693,True,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2174,62,1,157000,2532,False,False,False,True,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2175,120,3,260000,2167,False,False,True,False,False,False,True,True,18,True,False,False,False,Villa de Vallecas
2176,62,2,150000,2419,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2177,78,2,269000,3449,False,False,True,True,False,True,True,True,18,False,False,False,True,Villa de Vallecas
2178,60,2,110000,1833,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2179,95,3,230000,2421,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
2180,86,2,225000,2616,False,False,True,False,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2181,105,3,280000,2667,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2182,64,2,210000,3281,False,False,False,True,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2183,118,3,565500,4792,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2184,60,3,149999,2500,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2185,94,3,180000,1915,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2186,99,3,200000,2020,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
2187,85,3,139900,1646,False,False,False,False,False,True,False,False,18,False,True,False,False,Villa de Vallecas
2188,140,3,180000,1286,False,False,False,True,True,False,True,False,18,True,False,False,False,Villa de Vallecas
2189,70,3,165000,2357,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2190,125,3,165000,1320,False,False,False,True,True,True,True,True,18,True,False,False,False,Villa de Vallecas
2191,130,2,278000,2138,False,False,False,True,True,False,False,True,18,False,True,False,False,Villa de Vallecas
2192,68,3,146000,2147,False,False,False,False,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2193,70,2,160000,2286,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2194,120,3,270000,2250,False,False,False,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2195,141,3,250000,1773,False,False,False,False,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2196,55,2,90000,1636,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2197,69,3,146000,2116,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2198,47,2,124000,2638,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2199,79,3,170000,2152,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2200,85,3,179800,2115,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2201,90,3,220000,2444,False,False,False,False,False,False,False,False,18,False,False,True,False,Villa de Vallecas
2202,113,3,170000,1504,True,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2203,112,3,175000,1562,False,False,False,True,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2204,115,3,150000,1304,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2205,80,3,132000,1650,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2206,115,3,175000,1522,False,False,False,True,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2207,43,2,130000,3023,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2208,118,3,555900,4711,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2209,118,4,578700,4904,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2210,80,3,119470,1493,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2211,129,3,139000,1078,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2212,84,4,139000,1655,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
2213,110,3,165000,1500,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2214,80,3,129000,1612,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2215,80,3,129000,1612,True,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2216,122,4,320000,2623,False,False,True,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2217,46,1,99999,2174,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2218,95,3,190000,2000,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2219,120,3,148000,1233,False,False,False,True,False,True,False,False,16,True,False,False,False,Hortaleza
2220,120,3,355000,2958,False,False,True,False,True,True,True,True,18,True,False,False,False,Villa de Vallecas
2221,75,3,170000,2267,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2222,70,2,114000,1629,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2223,80,3,175000,2188,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2224,120,3,270000,2250,False,False,False,True,False,False,False,False,18,False,False,True,False,Villa de Vallecas
2226,72,2,141000,1958,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2227,160,4,270000,1688,False,False,False,True,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2228,90,3,147990,1644,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2230,98,3,275000,2806,False,False,True,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2231,111,3,208000,1874,True,False,False,True,False,False,False,False,18,False,False,True,False,Villa de Vallecas
2232,46,1,140500,3054,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2233,70,2,150000,2143,False,False,False,True,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2234,49,2,125000,2551,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2235,63,3,125000,1984,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2236,100,2,270000,2700,False,False,True,True,False,True,True,True,18,False,False,False,True,Villa de Vallecas
2237,87,2,225000,2586,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2238,118,3,165000,1398,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
2239,100,3,185000,1850,False,False,False,False,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2240,98,3,142000,1449,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2241,116,3,160000,1379,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2242,120,3,260000,2167,False,False,True,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2243,70,4,154000,2200,False,False,False,False,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2244,100,3,275000,2750,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2245,90,1,270000,3000,False,False,True,True,False,True,True,True,18,False,True,False,False,Villa de Vallecas
2246,130,4,186000,1431,False,False,False,False,True,False,True,False,18,True,False,False,False,Villa de Vallecas
2247,110,3,270000,2455,False,False,False,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2248,100,3,220000,2200,False,False,False,True,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2249,88,4,225000,2557,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2250,94,2,225000,2394,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2251,186,4,755000,4059,False,False,True,True,False,True,True,False,18,False,True,False,False,Villa de Vallecas
2252,65,3,116000,1785,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2253,67,3,200000,2985,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2254,102,2,93000,912,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2255,77,3,138000,1792,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2256,70,2,114000,1629,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2257,65,3,147000,2262,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2258,65,3,113000,1738,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
2259,68,2,125000,1838,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2260,85,3,127000,1494,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2261,64,3,122000,1906,False,False,False,False,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2262,74,3,139900,1891,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2263,100,3,182000,1820,False,False,False,True,False,True,False,False,16,True,False,False,False,Hortaleza
2264,118,3,165000,1398,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2265,67,3,125000,1866,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2267,180,4,300000,1667,False,False,False,True,True,True,False,True,18,False,False,True,False,Villa de Vallecas
2268,90,3,280000,3111,False,False,False,False,False,False,True,True,18,True,False,False,False,Villa de Vallecas
2269,220,3,440000,2000,False,False,True,True,True,True,True,True,18,False,False,False,True,Villa de Vallecas
2270,110,3,255000,2318,False,False,False,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2271,82,3,138000,1683,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2272,114,3,189000,1658,False,False,False,False,False,True,False,False,16,False,False,True,False,Hortaleza
2273,170,4,589999,3471,False,False,False,True,True,True,True,True,18,False,False,False,True,Villa de Vallecas
2274,105,3,144000,1371,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2275,110,3,139000,1264,False,False,False,True,True,False,False,False,16,True,False,False,False,Hortaleza
2276,74,3,125000,1689,False,False,False,True,True,False,False,False,16,True,False,False,False,Hortaleza
2277,109,3,155000,1422,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2278,95,3,228000,2400,False,False,True,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2279,90,2,165000,1833,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2280,77,3,155000,2013,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2281,78,3,135000,1731,False,False,False,False,True,True,True,False,18,True,False,False,False,Villa de Vallecas
2282,114,4,215000,1886,False,False,False,False,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2284,124,3,159000,1282,True,False,False,False,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2285,90,2,250000,2778,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2286,118,3,519000,4398,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2287,59,2,119000,2017,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2288,109,3,113000,1037,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2289,196,3,320000,1633,False,False,False,True,False,False,False,True,18,False,False,False,True,Villa de Vallecas
2290,85,3,128000,1506,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2291,90,2,225000,2500,False,False,True,False,False,False,True,True,18,True,False,False,False,Villa de Vallecas
2292,111,3,235000,2117,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2293,85,2,106700,1255,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2294,149,3,279000,1872,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2295,52,2,107000,2058,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2296,61,1,171900,2818,False,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2297,88,2,250000,2841,False,False,True,False,False,False,True,True,18,True,False,False,False,Villa de Vallecas
2298,109,3,215000,1972,False,False,False,True,False,False,False,True,18,True,False,False,False,Villa de Vallecas
2299,94,3,249600,2655,False,False,False,True,True,True,False,True,18,False,True,False,False,Villa de Vallecas
2300,75,1,276000,3680,False,False,True,True,False,True,True,True,18,False,False,False,True,Villa de Vallecas
2301,70,2,250000,3571,False,False,True,True,False,True,False,True,18,False,False,False,True,Villa de Vallecas
2302,96,3,215000,2240,False,False,False,False,False,False,True,True,18,True,False,False,False,Villa de Vallecas
2303,82,3,165000,2012,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2304,105,2,216000,2057,False,False,False,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2305,140,3,263000,1879,False,False,True,False,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2306,126,3,260000,2063,False,False,False,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2307,80,3,195000,2438,False,False,False,False,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2308,80,3,195000,2438,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2309,98,3,170000,1735,False,False,False,True,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2310,72,2,130000,1806,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2311,98,3,142000,1449,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2312,50,2,130000,2600,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2313,74,3,125000,1689,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2315,116,3,160000,1379,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2317,99,4,150000,1515,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2318,65,2,106000,1631,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2319,144,3,350000,2431,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2320,90,3,170000,1889,False,False,False,True,True,False,False,False,18,True,False,False,False,Villa de Vallecas
2321,110,4,135000,1227,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
2322,135,3,260000,1926,False,False,True,True,False,True,True,True,18,True,False,False,False,Villa de Vallecas
2323,74,3,113400,1532,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2324,67,3,138900,2073,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2325,95,3,129900,1367,True,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2326,78,3,130000,1667,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2328,63,3,139000,2206,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2329,81,4,182260,2250,False,False,False,False,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2330,70,2,270750,3868,False,False,True,True,False,True,True,True,18,False,False,False,True,Villa de Vallecas
2331,98,3,142000,1449,True,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2332,135,3,149000,1104,True,False,False,True,False,True,False,False,18,True,False,False,False,Villa de Vallecas
2333,125,4,295000,2360,False,False,False,True,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2334,60,2,120000,2000,False,False,False,False,True,True,False,False,18,True,False,False,False,Villa de Vallecas
2335,110,3,179000,1627,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2336,59,2,129570,2196,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2337,73,3,130000,1781,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2338,90,3,390000,4333,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
2339,80,1,129189,1615,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2340,98,3,142000,1449,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2341,73,3,130000,1781,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2342,132,4,135000,1023,True,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
2343,55,3,130000,2364,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2344,68,3,115000,1691,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2345,154,4,225000,1461,False,False,False,False,False,True,False,True,18,True,False,False,False,Villa de Vallecas
2346,87,3,189890,2183,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2347,40,1,160000,4000,False,False,False,True,False,False,False,False,18,False,False,False,True,Villa de Vallecas
2348,60,3,145000,2417,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2349,90,4,163000,1811,False,False,False,True,False,False,True,False,18,True,False,False,False,Villa de Vallecas
2350,72,3,130000,1806,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2351,65,2,121500,1869,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2352,47,1,93000,1979,False,False,False,False,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2353,65,2,117000,1800,False,False,False,True,False,False,False,False,18,True,False,False,False,Villa de Vallecas
2354,110,3,167000,1518,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
