,m2_construit,nb_pieces,prix_achat,prix_achat_m2,travaux_necessaire,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse,nom_quartier
11484,110,3,375000,3409,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11485,67,2,560000,8358,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11486,35,1,226000,6457,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11487,210,3,1599000,7614,False,False,False,False,True,True,False,False,6,True,False,False,False,Tetuan
11489,170,3,660000,3882,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11492,72,3,350000,4861,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11493,177,3,950000,5367,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11494,172,3,1599000,9297,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11495,177,3,950000,5367,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11496,80,3,499000,6238,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11497,260,5,999000,3842,False,False,True,True,False,True,False,True,6,True,False,False,False,Tetuan
11498,203,4,1100000,5419,True,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11499,279,5,1500000,5376,False,False,True,True,False,True,True,True,6,True,False,False,False,Tetuan
11500,202,3,1300000,6436,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11501,324,6,990000,3056,False,False,False,False,False,True,False,True,6,True,False,False,False,Tetuan
11502,180,5,675000,3750,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11503,306,4,860000,2810,False,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11504,306,4,860000,2810,False,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11507,120,4,540000,4500,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11508,112,2,597000,5330,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11509,153,4,795000,5196,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11510,97,3,610000,6289,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11512,80,2,509000,6362,False,False,False,True,True,False,False,True,6,True,False,False,False,Tetuan
11513,67,2,550000,8209,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11514,145,5,520000,3586,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11515,36,1,225000,6250,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11518,169,4,560000,3314,True,False,False,False,False,False,False,True,6,True,False,False,False,Tetuan
11520,114,3,740000,6491,False,False,False,False,False,False,False,True,16,True,False,False,False,Hortaleza
11521,200,4,975000,4875,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11522,83,3,445000,5361,False,False,False,False,False,False,False,True,16,True,False,False,False,Hortaleza
11523,96,2,412000,4292,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11524,197,4,1190000,6041,False,False,False,False,False,True,False,True,6,False,False,False,True,Tetuan
11525,180,5,1120000,6222,False,False,False,False,False,False,True,True,16,False,True,False,False,Hortaleza
11526,211,4,995000,4716,False,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11527,30,1,160000,5333,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11528,35,1,210000,6000,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11529,96,3,415000,4323,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11530,60,2,480000,8000,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11531,90,2,505000,5611,False,False,False,False,True,False,False,False,16,True,False,False,False,Hortaleza
11532,135,2,759500,5626,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11533,197,6,980000,4975,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11534,151,3,980000,6490,False,False,False,False,False,True,False,True,6,True,False,False,False,Tetuan
11535,56,2,375000,6696,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11537,60,2,332000,5533,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11538,120,2,850000,7083,False,False,False,True,True,True,False,False,6,False,False,False,True,Tetuan
11539,71,2,560000,7887,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11540,251,4,1600000,6375,True,False,False,False,True,False,False,True,6,True,False,False,False,Tetuan
11541,101,3,437800,4335,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11543,217,3,750000,3456,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11546,80,2,450000,5625,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11547,170,4,990000,5824,False,False,True,True,False,True,False,True,6,True,False,False,False,Tetuan
11549,287,9,945000,3293,True,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11550,53,2,415000,7830,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11551,168,5,625000,3720,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11552,120,3,520000,4333,False,False,False,False,True,False,False,False,16,True,False,False,False,Hortaleza
11553,117,2,670000,5726,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11554,80,3,359000,4488,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11555,115,4,635000,5522,False,False,False,True,False,False,False,True,6,True,False,False,False,Tetuan
11556,80,2,449000,5612,False,False,False,False,False,False,True,False,6,True,False,False,False,Tetuan
11557,72,3,350000,4861,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11558,86,4,380000,4419,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11559,40,2,295000,7375,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11560,178,3,675000,3792,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11561,220,4,1250000,5682,False,False,False,False,True,False,False,True,16,True,False,False,False,Hortaleza
11562,42,2,245000,5833,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11563,74,2,445000,6014,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11564,175,4,795000,4543,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11565,208,3,1300000,6250,True,False,False,True,False,False,False,True,6,False,True,False,False,Tetuan
11566,93,2,445000,4785,False,False,False,False,False,False,False,False,6,False,True,False,False,Tetuan
11567,97,3,570000,5876,False,False,False,True,False,False,True,False,6,True,False,False,False,Tetuan
11570,200,5,1200000,6000,True,False,False,False,True,True,False,False,6,True,False,False,False,Tetuan
11571,83,3,465000,5602,True,False,False,False,True,False,False,False,16,True,False,False,False,Hortaleza
11572,43,2,229500,5337,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11573,205,4,1030000,5024,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11574,142,3,720000,5070,False,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11575,140,3,810000,5786,False,False,False,True,True,False,False,False,6,False,False,False,True,Tetuan
11576,114,4,580000,5088,False,False,False,True,False,False,True,False,6,True,False,False,False,Tetuan
11577,67,2,550000,8209,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11578,267,6,950000,3558,False,False,False,True,True,False,True,False,6,True,False,False,False,Tetuan
11579,44,1,275000,6250,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11580,101,1,480000,4752,False,False,True,False,False,False,False,True,16,True,False,False,False,Hortaleza
11581,83,2,605000,7289,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11582,160,4,790000,4938,True,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11583,89,3,420000,4719,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11584,29,1,190000,6552,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11585,89,3,420000,4719,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11586,90,2,460000,5111,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11587,43,1,285000,6628,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11588,103,2,500000,4854,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11589,151,4,600000,3974,True,False,False,True,True,False,False,True,6,True,False,False,False,Tetuan
11590,128,3,589000,4602,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11591,42,1,270000,6429,False,False,False,True,True,False,False,False,6,True,False,False,False,Tetuan
11592,168,4,740000,4405,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11596,185,4,895000,4838,False,False,False,True,True,True,False,False,16,True,False,False,False,Hortaleza
11597,204,7,840000,4118,False,False,False,False,False,False,False,True,6,True,False,False,False,Tetuan
11598,192,6,819000,4266,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11600,100,3,580000,5800,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11602,66,3,385000,5833,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11603,186,4,665000,3575,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11604,35,1,200000,5714,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11605,360,6,1395000,3875,True,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11606,67,2,550000,8209,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11607,250,5,1225000,4900,True,False,False,False,True,True,False,False,6,True,False,False,False,Tetuan
11608,300,4,1500000,5000,False,False,False,True,False,True,False,True,16,False,False,False,True,Hortaleza
11609,165,3,1190000,7212,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11612,95,3,610000,6421,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11613,104,2,429000,4125,False,False,False,False,False,False,False,True,6,True,False,False,False,Tetuan
11614,185,5,860000,4649,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11616,80,3,230000,2875,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11617,82,2,429999,5244,False,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11618,115,3,950000,8261,False,False,True,True,False,True,True,True,6,True,False,False,False,Tetuan
11619,89,2,850000,9551,False,False,True,True,False,False,True,True,6,True,False,False,False,Tetuan
11620,187,4,930000,4973,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11621,73,3,339999,4658,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11622,120,3,695000,5792,False,False,False,False,True,True,False,False,6,True,False,False,False,Tetuan
11623,172,2,1599000,9297,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11624,198,4,1250000,6313,True,False,False,True,False,True,False,True,6,False,False,False,True,Tetuan
11625,87,3,490000,5632,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11626,225,5,859000,3818,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11627,168,3,995000,5923,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11628,120,4,480000,4000,False,False,False,False,False,False,True,True,6,True,False,False,False,Tetuan
11629,67,2,550000,8209,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11631,85,2,590000,6941,False,False,True,False,True,True,True,False,6,False,True,False,False,Tetuan
11632,95,2,585000,6158,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11633,120,4,379000,3158,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11634,106,2,530000,5000,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11637,79,2,161000,2038,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11640,172,2,1599000,9297,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11641,136,4,640000,4706,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11642,37,1,141512,3825,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11643,98,2,482500,4923,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11644,199,7,853000,4286,False,False,False,False,True,True,False,False,16,True,False,False,False,Hortaleza
11645,183,3,790000,4317,False,False,False,True,True,True,False,False,6,True,False,False,False,Tetuan
11646,67,2,550000,8209,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11648,159,5,875000,5503,False,False,False,True,False,False,False,True,6,True,False,False,False,Tetuan
11649,152,3,900000,5921,True,False,False,True,False,False,False,False,6,False,False,False,True,Tetuan
11650,210,3,1599000,7614,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11651,104,4,499000,4798,False,False,False,True,True,False,False,False,6,True,False,False,False,Tetuan
11652,80,1,600000,7500,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11653,108,3,465000,4306,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11654,99,3,498000,5030,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11656,110,4,379000,3445,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11657,100,3,437800,4378,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11658,110,4,460000,4182,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11659,100,2,800000,8000,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11661,100,4,480000,4800,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11662,75,3,450000,6000,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11663,120,3,730000,6083,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11664,120,3,590000,4917,False,False,False,False,True,True,False,False,6,True,False,False,False,Tetuan
11665,120,4,379000,3158,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11666,164,3,785000,4787,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11667,149,5,600000,4027,False,False,False,False,False,True,True,False,16,True,False,False,False,Hortaleza
11668,219,6,950000,4338,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11669,165,3,1180000,7152,False,False,False,False,True,False,False,False,16,True,False,False,False,Hortaleza
11670,58,1,406000,7000,False,False,False,False,False,True,True,True,6,True,False,False,False,Tetuan
11671,81,1,425000,5247,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11672,221,3,850000,3846,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11673,61,2,565000,9262,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11674,260,5,999000,3842,False,False,True,True,False,False,False,False,6,True,False,False,False,Tetuan
11675,210,2,1599000,7614,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11676,130,4,640000,4923,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11677,172,2,1599000,9297,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11679,125,3,780000,6240,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11680,106,3,620000,5849,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11682,83,4,495000,5964,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11683,115,3,730000,6348,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11685,139,3,415000,2986,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11686,168,5,649000,3863,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11687,67,2,550000,8209,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11688,210,2,1599000,7614,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11689,192,5,750000,3906,True,False,False,True,True,False,False,False,6,True,False,False,False,Tetuan
11690,87,2,384000,4414,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11691,47,2,275000,5851,False,False,False,False,False,False,False,False,6,False,True,False,False,Tetuan
11692,175,4,625000,3571,True,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11693,204,5,1490000,7304,True,False,True,True,False,True,True,True,6,True,False,False,False,Tetuan
11694,80,3,450000,5625,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11695,202,5,1060000,5248,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11696,117,4,559990,4786,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11697,188,4,879999,4681,True,False,True,False,True,True,True,True,16,True,False,False,False,Hortaleza
11698,149,4,668000,4483,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11699,90,3,695000,7722,True,False,True,True,False,True,False,True,6,True,False,False,False,Tetuan
11700,47,1,190000,4043,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11701,20,1,139000,6950,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11702,37,1,141512,3825,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11704,42,1,245000,5833,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11705,75,2,558000,7440,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11706,194,5,800000,4124,False,False,False,True,False,False,False,True,6,True,False,False,False,Tetuan
11707,211,4,995000,4716,True,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11708,42,2,220000,5238,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11709,150,4,700000,4667,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11710,140,4,570000,4071,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11711,174,3,900000,5172,False,False,False,False,False,True,False,True,16,True,False,False,False,Hortaleza
11712,178,3,675000,3792,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11713,71,1,440000,6197,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11715,101,4,379000,3752,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11716,150,4,730000,4867,False,False,False,True,False,False,False,True,6,False,False,False,True,Tetuan
11718,98,3,437800,4467,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11719,81,3,353000,4358,False,False,False,True,True,False,False,False,6,True,False,False,False,Tetuan
11720,140,3,630000,4500,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11721,70,3,400000,5714,False,False,False,False,False,False,False,False,16,False,True,False,False,Hortaleza
11722,263,5,1250000,4753,False,False,False,True,True,True,False,True,6,True,False,False,False,Tetuan
11723,268,5,1150000,4291,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11724,95,2,460000,4842,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11725,52,1,298000,5731,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11726,53,1,224000,4226,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11727,91,3,445000,4890,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11728,150,5,560000,3733,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11729,115,4,559000,4861,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11730,30,1,150000,5000,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11731,61,2,550000,9016,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11732,102,4,490000,4804,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11733,160,3,790000,4938,True,False,False,False,False,True,False,False,16,True,False,False,False,Hortaleza
11734,80,2,350000,4375,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11735,56,2,360000,6429,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11736,50,2,360000,7200,False,False,False,False,False,False,False,True,6,True,False,False,False,Tetuan
11737,190,4,1250000,6579,True,False,False,True,False,False,False,False,6,False,False,False,True,Tetuan
11738,40,1,210000,5250,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11739,64,1,330000,5156,False,False,False,False,True,True,False,False,6,True,False,False,False,Tetuan
11740,68,2,550000,8088,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11741,91,3,544000,5978,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11742,234,4,1069000,4568,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11743,280,4,825000,2946,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11744,55,2,255000,4636,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11745,74,1,395000,5338,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11746,83,2,430000,5181,False,False,False,False,False,False,True,True,6,True,False,False,False,Tetuan
11747,133,3,690000,5188,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11748,43,1,255000,5930,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11749,50,2,305000,6100,False,False,False,False,False,True,False,False,16,True,False,False,False,Hortaleza
11750,70,2,375000,5357,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11751,49,1,396000,8082,False,False,False,False,False,False,False,False,6,False,False,False,True,Tetuan
11752,128,3,635000,4961,False,False,False,False,False,False,False,True,6,True,False,False,False,Tetuan
11753,220,5,885000,4023,False,False,False,True,True,True,False,False,6,True,False,False,False,Tetuan
11754,100,3,437800,4378,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11755,100,3,569999,5700,True,False,False,True,False,False,False,False,6,False,False,False,True,Tetuan
11756,87,2,550000,6322,False,False,False,True,False,False,True,True,6,True,False,False,False,Tetuan
11758,40,1,229000,5725,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11759,86,3,498000,5791,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11762,216,4,1500000,6944,False,False,False,True,True,False,False,True,16,False,True,False,False,Hortaleza
11764,118,1,1000000,8475,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11766,68,1,449000,6603,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11767,39,1,167000,4282,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11768,33,2,150000,4545,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11769,39,1,95000,2436,True,False,False,True,False,False,False,False,16,True,False,False,False,Hortaleza
11770,120,5,560000,4667,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11771,135,4,495000,3667,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11772,135,6,720000,5333,False,False,False,False,False,True,False,False,6,True,False,False,False,Tetuan
11773,120,1,520000,4333,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11774,115,4,550000,4783,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11775,174,4,710000,4080,False,False,False,False,True,False,False,True,6,True,False,False,False,Tetuan
11776,231,5,948000,4104,False,False,False,True,True,False,False,True,6,True,False,False,False,Tetuan
11777,330,6,1240000,3758,False,False,False,True,False,False,False,True,6,False,False,False,True,Tetuan
11778,179,4,730000,4078,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11779,71,2,450000,6338,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11780,110,2,415000,3773,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11782,152,3,825000,5428,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11783,152,3,780000,5132,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11784,30,1,190000,6333,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11785,91,2,505000,5549,True,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11787,55,2,250000,4545,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11788,30,1,179000,5967,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11789,97,3,449000,4629,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11790,57,1,300000,5263,False,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11791,130,2,699000,5377,False,False,False,True,False,False,False,False,6,False,False,False,True,Tetuan
11792,122,3,620000,5082,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11793,85,1,430000,5059,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11797,130,2,845000,6500,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11798,154,3,950000,6169,True,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11799,205,5,1540000,7512,True,False,True,True,False,True,False,True,6,True,False,False,False,Tetuan
11800,37,2,210000,5676,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11801,42,1,300000,7143,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11803,160,4,790000,4938,True,False,False,True,False,True,False,True,6,True,False,False,False,Tetuan
11804,190,5,720000,3789,True,False,False,True,False,True,False,False,6,True,False,False,False,Tetuan
11805,48,2,250000,5208,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11806,65,2,300000,4615,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11807,83,2,430000,5181,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11808,72,3,319000,4431,True,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11809,30,2,225000,7500,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11810,110,4,515000,4682,False,False,True,False,False,False,True,True,6,True,False,False,False,Tetuan
11811,40,1,295000,7375,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11812,37,1,298000,8054,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11813,94,3,375000,3989,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11814,70,2,433000,6186,False,False,False,True,False,False,True,True,6,True,False,False,False,Tetuan
11815,63,3,310000,4921,True,False,False,True,False,False,False,False,6,False,False,False,True,Tetuan
11816,99,4,660000,6667,True,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11817,147,3,810000,5510,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11818,97,2,475000,4897,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11819,133,4,650000,4887,True,False,False,True,False,False,False,True,6,True,False,False,False,Tetuan
11820,50,2,259000,5180,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11821,105,2,425000,4048,False,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11822,50,2,310000,6200,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11825,150,4,650000,4333,True,False,False,True,True,False,False,True,6,True,False,False,False,Tetuan
11826,161,4,850000,5280,False,False,False,False,True,True,False,True,6,True,False,False,False,Tetuan
11827,165,4,900000,5455,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11828,100,2,900000,9000,False,False,False,True,False,False,False,False,6,False,False,False,True,Tetuan
11829,50,1,195000,3900,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11831,45,1,238000,5289,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11832,47,1,240000,5106,False,False,False,False,False,True,False,True,6,True,False,False,False,Tetuan
11833,220,7,850000,3864,False,False,False,False,False,True,False,True,6,True,False,False,False,Tetuan
11834,149,6,715000,4799,False,False,False,False,False,True,False,True,16,True,False,False,False,Hortaleza
11835,112,3,485000,4330,True,False,False,True,True,True,False,False,16,True,False,False,False,Hortaleza
11836,130,2,740000,5692,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11837,105,3,515000,4905,True,False,False,False,True,False,False,False,6,True,False,False,False,Tetuan
11838,65,2,500000,7692,False,False,False,False,False,False,False,False,6,True,False,False,False,Tetuan
11839,170,4,810000,4765,False,False,False,False,False,False,False,False,16,True,False,False,False,Hortaleza
11840,69,2,259000,3754,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
11841,100,3,625000,6250,False,False,False,True,False,False,False,False,6,True,False,False,False,Tetuan
